Year,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Anguilla,Argentina,Armenia,Aruba,Australia,Austria,Bahamas,Bahrain,Bangladesh,Belarus,Belgium,Brazil,Bulgaria,Bhutan,Cambodia,Cameroon,China,Colombia,Comoros,Croatia,Cuba,Denmark,Dominica,Ecuador,Egypt,Europe,Finland,France,Gabon,Georgia,Germany,Greece,Greenland,Guatemala,Guyana,Hungary,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordon,Kazakhstan,Kenya,Kuwait,Liberia,Libya,Luxembourg,Macao,Madagascar,Malaysia,Maldives,Mauritius,Mexico,Moldova,Mongolia,Morocco,Myanmar,Namibia,Nepal,Netherlands,NewZealand,Nicaragua,Nigeria,Norway,Oceania,Oman,Pakistan,Philippines,Poland,Portugal,Romania,Russia,Rwanda,Samoa,SanMarino,SaudiArabia,Singapore,Slovakia,Slovenia,SouthAfrica,Spain,SriLanka,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Turkey,Uganda,Ukraine,UnitedArabEmirates,UnitedKingdom,UnitedStates,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Zambia,Zimbabwe
2020,0.02,0,0,,,,17.53,0.28,0.12,14.64,0.24,1.31,0.37,4.11,0,0,0.13,0.62,0.19,60.23,0.13,0,,2.4,1.64,0.74,6.88,0,0,0.04,0,0,0,0.04,0.01,0,0.56,0.25,4.59,0.01,0.08,1.81,0.14,0.05,0.01,0,0.55,7.32,0.58,0.57,0.02,0,0,0.02,2.344,1.01,0.01,0.5,0.23,7.52,0.05,0.38,5.25,0.02,0.02,0.42,0.39,9.63,0.71,0.01,0.53,0.44,0.03,0,0,0,0.33,0.01,0.1,0.49,0.83,0.3,0.04,0,5.46,9.08,47.53,0.02,1.17,1.02,0.11,1.42,0.74,0,0.02,0.07,0,0.06,0.74,0.34,0.01,6.77,0.04,0.04,8.93,7.39,0.78,3.58,0.1,0.27,0,0.02,0.06,0.12
2020,0.02,0,0,,,,,0.3,0.13,14.64,0.28,1.31,0.37,4.15,0,0,0.21,0.73,0.2,60.41,0.13,0,,2.55,1.64,0.74,6.95,0,0,0.04,0,0,0,0.08,0.1,0,0.62,0.34,4.59,0.01,0.23,2.04,0.14,0.05,0.01,0,0.81,8.97,0.73,0.57,0.02,0.27,0.07,0.02,2.344,1.01,0.01,0.65,0.27,7.67,0.05,0.42,6.35,0.02,0.03,0.48,0.39,9.86,0.71,0.01,0.53,0.44,0.06,0,0,0,0.33,0.01,0.1,0.52,0.83,0.4,0.04,0,5.46,10.87,47.84,0.03,1.17,1.28,0.11,1.62,0.77,0,0.02,0.07,0,0.07,0.74,0.34,0.05,7.2,0.04,0.04,8.93,8,0.83,4.32,0.44,0.27,0,0.03,0.07,0.14
2020,0.02,0,0,,,,,0.3,0.14,27.41,0.3,1.31,0.37,4.21,0.02,0,0.24,0.9,0.2,60.58,0.17,0,,2.64,1.64,0.74,7.04,0,3.4,0.05,0,0,0,0.14,0.1,0,0.7,0.39,4.59,0.01,0.23,2.29,0.17,0.05,0.01,0,0.97,10.68,0.9,0.57,0.03,0.27,0.07,0.02,2.344,1.03,0.01,0.84,0.27,7.79,0.06,0.5,7.4,0.02,0.04,0.53,0.63,10.1,0.71,0.01,0.53,0.44,0.09,0,0,0,0.33,0.01,0.1,0.52,0.83,0.48,0.04,0,5.46,12.69,48.04,0.06,1.17,1.43,0.12,1.62,0.8,0,0.02,0.07,0,0.07,0.74,0.34,0.05,7.49,0.05,0.04,8.93,8.71,0.84,4.97,0.44,0.27,0,0.03,0.07,0.16
2020,0.02,0,0,,,,,0.34,0.15,28.45,0.31,1.31,0.37,4.37,0.02,0,0.25,0.95,0.21,60.73,0.23,0,,2.81,1.64,0.74,7.1,0,3.4,0.05,0,0,0,0.16,0.1,0,0.77,0.43,4.59,0.01,0.23,2.45,0.21,0.06,0.01,0,1.06,11.45,1.05,0.57,0.03,0.27,0.07,0.04,2.344,1.03,0.01,0.85,0.27,7.96,0.06,0.59,8.4,0.02,0.04,0.53,0.91,10.3,0.71,0.06,0.53,0.44,0.11,0,0,0,0.35,0.01,0.17,0.53,0.83,0.53,0.04,0,5.46,14.24,48.36,0.12,1.17,1.44,0.12,1.62,0.81,0,0.02,0.07,0,0.07,0.74,0.34,0.05,7.76,0.06,0.05,8.93,9.44,0.88,5.64,0.44,0.27,0,0.03,0.07,0.18
2020,0.02,0,0,,,,,0.39,0.16,29.23,0.33,2.36,0.37,4.68,0.11,0,0.3,0.97,0.23,60.89,0.27,0,,3.01,1.64,0.85,7.14,0,6.64,0.07,0,0,1.12,0.16,0.1,0,0.81,0.48,4.59,0.11,0.23,2.5,0.25,0.09,0.01,0,1.23,12.22,1.15,0.57,0.03,0.27,0.07,0.04,2.344,1.07,0.01,0.85,0.3,8.12,0.08,0.68,9.6,0.02,0.05,0.61,1.44,10.46,0.71,0.07,0.53,0.94,0.13,0,0,0,0.4,0.01,0.17,0.67,1.32,0.56,0.04,0,9.4,14.32,48.73,0.19,1.81,1.44,0.13,1.89,0.82,0,1.08,0.11,0,0.07,0.74,0.34,0.08,7.96,0.07,0.07,8.93,9.77,0.91,5.94,0.75,1.61,0,0.03,0.11,0.19
2020,0.02,0,0,,,,,0.42,0.17,31.5,0.37,2.36,1.72,4.94,0.2,0,0.43,1.07,0.25,60.99,0.33,0,,3.15,1.64,0.94,7.19,0,8.18,0.07,0,0,1.12,0.22,0.1,0.13,0.9,0.54,4.59,0.16,0.23,2.55,0.27,0.11,0.01,0,1.41,13.83,1.29,0.57,0.03,0.27,0.07,0.04,2.344,1.07,0.01,0.93,0.37,8.29,0.08,0.75,10.78,0.02,0.05,0.61,2.02,10.56,0.71,0.07,0.53,0.94,0.16,0,0,0,0.46,0.02,0.19,0.81,1.32,0.65,0.04,0,9.4,15.2,49.38,0.28,1.81,1.47,0.14,2.01,0.82,0,1.08,0.2,0,0.07,0.74,0.34,0.08,8.09,0.1,0.09,8.93,10.19,1.08,5.94,0.98,1.61,0.04,0.04,0.14,0.2
2020,0.02,0,0,,1.63,,,0.46,0.18,33.85,0.42,2.36,1.72,5.35,0.34,0,0.62,1.18,0.26,61,0.36,0,,3.37,1.64,1.02,7.23,0,8.18,0.07,0,0,1.12,0.32,0.1,0.13,0.99,0.62,4.59,0.18,0.23,2.57,0.27,0.13,0.01,0,1.61,15.47,1.43,1.17,0.04,0.27,0.07,0.04,2.344,1.07,0.01,1,0.45,8.47,0.08,0.83,12.28,0.02,0.06,0.67,2.51,10.66,0.71,0.08,0.53,0.94,0.19,0,0,0,0.5,0.02,0.19,0.96,1.32,0.73,0.04,0,9.4,16.09,49.92,0.38,1.81,1.56,0.15,2.13,0.86,0,1.08,0.26,0,0.08,0.76,0.34,0.08,8.1,0.1,0.11,8.93,10.65,1.29,6.27,0.98,1.61,0.04,0.04,0.16,0.2
2020,0.02,0,0,,,0.14,,0.5,0.19,35.65,0.48,2.36,1.72,5.75,0.4,0,0.83,1.31,0.26,61.18,0.38,0,,3.61,1.64,1.13,7.23,0,8.18,0.07,0,0,1.12,0.41,0.1,0.21,1.13,0.68,4.59,0.19,0.23,2.72,0.28,0.15,0.01,0,1.77,16.82,1.59,1.17,0.04,0.27,0.07,0.04,2.344,1.07,0.01,1.23,0.51,8.65,0.08,0.88,12.28,0.02,0.06,0.67,2.99,10.69,0.71,0.08,0.53,0.94,0.23,0,0,0,0.54,0.02,0.24,1.07,1.32,0.8,0.04,0,9.4,18.04,50.59,0.41,1.81,1.78,0.17,2.22,0.87,0,1.08,0.34,0,0.08,0.76,0.34,0.08,8.23,0.1,0.12,8.93,11.11,1.54,6.47,0.98,1.61,0.04,0.04,0.16,0.2
2020,0.02,0,0,,2.05,,,0.51,0.2,37.51,0.52,2.36,1.72,6.1,0.43,0,1.03,1.43,0.27,61.32,0.38,0.04,,3.8,1.64,1.13,7.23,0,9.95,0.07,0,0,1.12,0.54,0.17,0.21,1.23,0.72,4.59,0.24,0.23,2.88,0.29,0.18,0.01,0,1.92,17.93,1.75,1.17,0.04,0.27,0.07,0.04,2.344,1.07,0.01,1.54,0.58,8.86,0.08,0.91,13.43,0.02,0.07,0.69,3.53,10.83,0.71,0.08,0.53,0.94,0.26,0,0,0,0.54,0.02,0.24,1.14,1.32,0.87,0.55,0.56,9.4,19.97,51.17,0.42,1.81,2.1,0.17,2.31,0.89,0,1.08,0.43,0,0.09,0.76,0.34,0.08,8.4,0.13,0.12,8.93,11.73,1.67,6.7,0.98,1.61,0.04,0.04,0.22,0.23
2020,0.02,0,0,,,,,0.51,0.21,39.21,0.61,2.36,1.72,6.33,0.53,0,1.08,1.59,0.27,61.36,0.41,0.04,,3.82,1.64,1.13,10.53,0.1,11.38,0.07,0,0,1.12,0.64,0.17,0.21,1.34,0.77,4.59,0.27,0.23,2.95,0.32,0.18,0.01,0,2.03,19.18,1.9,1.17,0.06,0.36,0.07,0.04,2.344,1.08,0.01,1.8,0.59,9.05,0.13,0.97,14.39,0.02,0.07,0.77,3.78,11,0.71,0.08,1.34,0.94,0.28,0,0,0,0.55,0.03,0.24,1.19,1.32,0.95,0.55,1.18,9.4,21.63,51.28,0.56,1.81,2.32,0.17,2.31,0.9,0,1.08,0.46,0,0.1,0.76,0.34,0.08,8.54,0.15,0.14,8.93,12.45,1.7,7.76,0.98,1.61,0.04,0.05,0.23,0.23
2020,0.02,0,0,,,,,0.54,0.22,39.27,0.63,2.36,1.72,6.68,0.67,0,1.1,1.65,0.27,61.43,0.51,0.04,,3.83,1.64,1.34,11.59,0.13,13.07,0.07,0,0.01,1.12,0.67,0.17,0.21,1.4,0.77,4.59,0.31,0.23,2.98,0.35,0.2,0.01,0,2.05,19.89,2.02,1.17,0.09,0.36,0.07,0.12,2.344,1.08,0.01,1.84,0.59,9.33,0.13,1.05,15.37,0.02,0.15,0.9,4.17,11.14,0.71,0.08,1.34,0.94,0.29,0,0.13,0,0.55,0.03,0.3,1.22,1.32,1.02,0.55,1.47,9.4,23.37,51.29,0.71,1.81,2.34,0.17,2.42,0.97,0,1.08,0.46,0,0.1,0.76,0.48,0.08,8.67,0.18,0.17,8.93,13.34,1.77,8.83,1.35,2.34,0.04,0.05,0.27,0.23
2020,0.02,0,0,0.17,,,,0.55,0.23,40.61,0.64,2.71,1.72,6.93,0.8,0,1.2,1.67,0.28,61.51,0.65,0.04,,3.86,5.25,1.34,12.72,0.26,14.47,0.07,0,0.01,2.08,0.68,0.17,0.21,1.44,0.82,4.59,0.34,0.23,3,0.38,0.22,0.01,0,2.23,20.37,2.07,1.17,0.12,0.36,0.07,0.12,2.344,1.08,0.01,1.84,0.65,9.59,0.13,1.11,16.32,0.02,0.26,1,5.12,11.24,0.71,0.1,1.34,1.71,0.3,0,0.13,0,0.55,0.03,0.3,1.28,2.52,1.05,0.55,1.55,13,23.37,51.3,0.88,2.55,2.34,0.18,2.46,1.07,0,2.04,0.54,0,0.1,0.76,0.48,0.08,8.78,0.2,0.19,8.93,13.82,1.81,9.19,1.35,2.34,0.04,0.05,0.3,0.23
2020,0.13,0,0,,,,24.94,0.57,0.24,41.25,0.7,2.71,1.72,7.49,0.94,0,1.37,1.77,0.29,61.54,0.76,0.04,,3.89,5.25,1.34,13.84,0.44,15.7,0.07,0,0.01,2.08,0.81,0.17,0.31,1.52,0.89,4.59,0.38,0.23,3.01,0.41,0.24,0.01,0,2.39,20.78,2.14,1.17,0.15,0.36,0.07,0.17,2.344,1.08,0.01,1.95,0.7,9.77,0.13,1.16,17.43,0.02,0.33,1.11,5.67,11.36,0.71,0.1,1.34,1.71,0.33,0,0.13,0,0.55,0.03,0.3,1.38,2.52,1.21,0.55,1.63,13,23.37,51.3,1.01,2.55,2.34,0.22,2.49,1.21,0,2.04,0.66,0,0.11,0.76,0.48,0.08,8.86,0.2,0.21,8.93,14.34,2,9.19,1.35,2.34,0.04,0.05,0.33,0.23
2020,0.14,0,0,,,0.25,,0.58,0.25,41.7,0.78,2.71,1.72,8.39,1.09,0,1.55,1.9,0.3,61.55,0.84,0.04,,3.99,5.25,1.34,14.82,0.53,15.7,0.07,0,0.01,2.08,1,0.21,0.31,1.62,1.04,4.59,0.39,0.23,3.03,0.41,0.26,0.01,0,2.56,21,2.19,1.48,0.18,0.36,0.07,0.17,2.344,1.08,1.58,2.03,0.78,9.93,0.13,1.2,18.85,0.3,0.36,1.11,6.1,11.36,0.71,0.1,1.34,1.71,0.35,0,0.13,0,0.55,0.03,0.45,1.48,2.52,1.38,0.55,1.7,13,24.57,51.3,1.16,2.55,2.37,0.23,2.53,1.39,0,2.04,0.78,0,0.11,0.81,0.48,0.08,8.88,0.2,0.24,8.93,14.89,2.22,10.32,1.35,2.34,0.04,0.05,0.33,0.23
2020,0.15,0,0,,,,,0.59,0.26,42.33,0.87,2.71,1.72,9.37,1.1,0,1.81,2.02,0.31,61.59,0.93,0.04,,3.99,5.25,1.34,15.51,0.56,15.7,0.07,0,0.01,2.08,1.21,0.21,0.42,1.72,1.18,4.59,0.39,0.23,3.2,0.44,0.27,0.01,0,2.74,21.26,2.24,1.48,0.18,0.36,0.11,0.17,2.344,1.08,1.58,2.09,0.89,10.15,0.13,1.22,19.07,0.3,0.37,1.11,6.25,11.4,0.71,0.1,1.34,1.71,0.38,0,0.24,0,0.55,0.03,0.45,1.58,2.52,1.56,0.55,1.77,13,25.42,51.3,1.24,2.55,2.42,0.24,2.57,1.56,0,2.04,0.9,0,0.12,0.81,0.48,0.08,8.92,0.2,0.25,8.93,15.59,2.47,11.39,1.35,2.34,0.04,0.05,0.4,0.23
2020,0.16,0,0,,2.71,,,0.59,0.27,45.11,0.92,2.71,2.45,9.67,1.23,0,2.07,2.14,0.31,61.61,0.98,0.04,,4.17,5.25,1.34,15.75,0.69,16.95,0.07,0,0.01,2.08,1.44,0.23,0.42,1.79,1.35,4.59,0.41,0.23,3.41,0.47,0.28,0.01,0,2.88,21.82,2.27,1.48,0.18,0.36,0.11,0.17,2.344,1.08,1.58,2.12,0.99,10.29,0.13,1.25,20.23,0.3,0.38,1.11,6.25,11.43,0.71,0.11,1.34,1.71,0.4,0,0.24,0,0.55,0.03,0.45,1.67,2.52,1.75,0.55,1.85,13,25.51,51.3,1.32,2.55,2.48,0.25,2.57,1.63,1.5,2.04,1.03,0,0.13,0.81,0.48,0.13,9.06,0.2,0.26,8.93,16.31,2.73,12.42,1.6,2.34,0.04,0.05,0.4,0.24
2020,0.17,0,0,,,,,0.59,0.28,46.32,0.97,2.71,2.45,9.76,1.25,0,2.14,2.31,0.31,61.65,1.01,0.04,,4.22,5.25,1.43,16.09,0.77,16.95,0.07,0,0.02,2.08,1.62,0.23,0.46,1.88,1.5,4.59,0.44,0.23,3.45,0.5,0.29,0.01,0,2.96,22.43,2.29,1.48,0.23,0.36,0.11,0.17,2.344,1.08,1.58,2.13,1.01,10.34,0.13,1.28,21.37,0.3,0.39,1.32,6.67,11.45,0.71,0.12,1.34,1.71,0.42,0,0.24,0.01,0.55,0.03,0.45,1.71,2.52,1.94,0.55,1.88,13,25.51,51.3,1.54,2.55,2.54,0.25,2.57,1.69,1.94,2.04,1.08,0,0.14,0.81,0.48,0.13,9.14,0.2,0.28,8.93,17.04,2.98,13.69,1.6,2.34,0.04,0.05,0.42,0.25
2020,0.18,0,0,,,,,0.61,0.29,49.9,0.98,2.71,2.45,9.81,1.36,0,2.16,2.35,0.32,61.65,1.06,0.04,,4.27,5.25,1.43,16.29,0.81,18.14,0.07,0,0.03,2.08,1.68,0.23,0.49,1.93,1.5,4.59,0.47,0.23,3.46,0.53,0.3,0.01,0,2.99,22.76,2.3,1.48,0.28,0.36,0.11,0.31,2.344,1.23,1.58,2.13,1.01,10.45,0.27,1.3,22.46,0.3,0.39,1.38,7.68,11.45,0.71,0.13,1.34,1.71,0.44,0,0.34,0.03,0.55,0.03,0.58,1.72,2.52,2.1,0.55,1.91,13,25.58,51.3,1.78,2.55,2.55,0.25,2.64,1.81,1.94,2.04,1.08,0,0.14,0.81,0.48,0.13,9.21,0.3,0.31,8.93,17.86,3.1,14.89,1.76,2.34,0.04,0.05,0.42,0.25
2020,0.19,0,0,,,0.38,,0.62,0.3,49.98,1.01,2.92,2.45,9.85,1.47,0,2.26,2.37,0.34,61.67,1.13,0.04,,4.33,5.25,1.43,16.39,1.01,18.73,0.07,0,0.05,2.84,1.69,0.25,0.49,1.96,1.65,4.59,0.5,0.23,3.52,0.57,0.31,0.01,0.06,3.01,23.08,2.31,1.55,0.34,0.36,0.11,0.31,2.344,1.23,1.58,2.13,1.14,10.61,0.27,1.32,23.72,0.3,0.42,1.38,7.68,11.49,0.71,0.14,1.34,2.58,0.45,0,0.38,0.04,0.55,0.03,0.58,1.83,2.94,2.24,0.55,2.33,14.91,25.58,51.3,2.03,3.39,2.55,0.26,2.64,1.81,2.24,2.63,1.21,0,0.14,0.81,0.48,0.13,9.27,0.31,0.36,8.93,18.27,3.15,15.28,1.76,2.34,0.04,0.05,0.47,0.25
2020,0.2,0,0,,,,,0.63,0.31,49.99,1.12,2.92,3.68,9.89,1.58,0,2.36,2.48,0.37,61.7,1.29,0.04,,4.33,5.25,1.43,16.74,1.3,18.73,0.19,0,0.06,2.84,1.81,0.25,0.55,2.02,1.77,4.59,0.52,0.23,3.59,0.57,0.35,0.01,0.06,3.03,23.82,2.31,1.69,0.39,0.36,0.11,0.31,2.344,1.23,1.58,2.14,1.3,10.79,0.34,1.34,24.82,0.3,0.47,1.38,7.68,11.5,0.71,0.16,1.34,2.58,0.48,0,0.38,0.04,0.55,0.03,0.58,2.04,2.94,2.38,0.69,2.36,14.91,25.58,51.3,2.3,3.39,2.55,0.28,2.67,1.87,2.4,2.63,1.4,0,0.14,0.81,0.48,0.13,9.3,0.36,0.4,8.93,18.8,3.37,15.28,1.76,2.34,0.04,0.05,0.47,0.26
2020,0.21,0,0,,3.02,,,0.63,0.32,50.51,1.29,2.92,3.68,9.93,1.68,0,2.47,2.49,0.39,61.7,1.43,0.04,,4.38,5.25,1.43,17.15,1.55,18.73,0.22,0,0.07,2.84,1.96,0.27,0.59,2.08,1.9,4.59,0.53,0.23,3.76,,0.37,0.01,0.06,3.08,24.57,2.32,1.69,0.44,0.36,0.11,0.37,2.344,1.23,1.58,2.23,1.42,10.95,0.34,1.35,26.3,0.3,0.47,1.55,8.25,11.5,0.71,0.18,1.34,2.58,0.52,0,0.38,0.05,0.55,0.03,0.65,2.24,2.94,2.52,0.69,2.39,14.91,25.58,51.31,2.55,3.39,2.55,0.3,2.69,2.03,2.61,2.63,1.63,0,0.14,0.86,0.48,0.13,9.31,0.38,0.44,8.93,19.41,3.64,16.36,1.76,2.34,0.04,0.06,0.52,0.27
